Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Austin,Travis_TX,TX,78.1,93,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Stockbridge,Henry_GA,GA,57,100,3,5.8,0.03,Light Rain,FALSE,FALSE,FALSE,day
2,Oakland,Douglas_OR,OR,45,97,9,0,0,Cloudy,TRUE,FALSE,FALSE,night
2,Laurel,Howard_MD,MD,78.8,54,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
4,Barney,Brooks_GA,GA,61,59,10,9,0,Fair,FALSE,FALSE,FALSE,night
3,Minneapolis,Hennepin_MN,MN,79,52,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Carson,Los Angeles_CA,CA,64.4,83,7,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lombard,DuPage_IL,IL,3.9,60,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Raleigh,Wake_NC,NC,91.9,33,10,10.4,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Lemont,Will_IL,IL,47.3,67,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,West Chicago,Dupage_IL,IL,33.1,100,1.5,10.4,0,Overcast,FALSE,FALSE,TRUE,day
3,Tannersville,Monroe_PA,PA,75,73,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Mc Calla,Jefferson_AL,AL,75,69,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Warren,Macomb_MI,MI,59,36,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,55.9,90,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Tampa,Hillsborough_FL,FL,80.6,89,5,5.8,0.24,Light Rain,FALSE,FALSE,TRUE,day
2,Camarillo,Ventura_CA,CA,48,66,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Southborough,Worcester_MA,MA,46,86,10,9.2,0.04,Light Rain,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,75,29,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,69.1,75,8,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,66,59,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Pioneer,Campbell_TN,TN,89,59,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Marcos,San Diego_CA,CA,69.1,75,7,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,78.1,79,10,10.4,0.06,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,52,80,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
2,Wheaton,Dupage_IL,IL,82.9,69,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Dublin,Alameda_CA,CA,84,33,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,79,84,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Seattle,King_WA,WA,63,54,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Westminster,Orange_CA,CA,63.9,80,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,80.1,67,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,84,58,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Greenwood,Greenwood_SC,SC,75,94,1,3.5,0,Mist,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,63,65,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,84,40,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Cleveland_OK,OK,74,87,10,12,0,Cloudy,FALSE,FALSE,TRUE,day
4,Mishawaka,St. Joseph_IN,IN,66,60,10,12.7,0,Clear,FALSE,FALSE,FALSE,night
3,Tucker,DeKalb_GA,GA,64,93,9,0,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,75.9,64,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Tustin,Orange_CA,CA,67,63,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Albany,Albany_NY,NY,41,27,10,15,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,93,44,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Hollister,Santa Clara_CA,CA,51.8,88,7,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Aiken,Aiken_SC,SC,89.6,43,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Brea,Orange_CA,CA,58,84,5,0,0,Fair,FALSE,FALSE,FALSE,night
3,Atlanta,Fulton_GA,GA,43,51,10,17,0,Cloudy,FALSE,FALSE,FALSE,day
2,El Sobrante,Contra Costa_CA,CA,86,24,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Kearny,Hudson_NJ,NJ,73.9,46,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Calhoun,Gordon_GA,GA,44.6,100,7,0,0.01,Drizzle,FALSE,FALSE,FALSE,twilight
2,Greenville,Greenville_SC,SC,79,60,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
3,West Orange,Essex_NJ,NJ,68,65,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Raleigh,Wake_NC,NC,81,49,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,70,59,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Bernardino,San Bernardino_CA,CA,48.4,63,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,91,47,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,55.9,67,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Los Angeles,Los Angeles_CA,CA,76,42,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Maupin,Wasco_OR,OR,46,71,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Seattle,King_WA,WA,46,66,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,66,84,6,0,0,Haze,TRUE,FALSE,FALSE,day
3,Morton Grove,Cook_IL,IL,37,65,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Scottsdale,Maricopa_AZ,AZ,80.1,17,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,42.1,82,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Flint,Genesee_MI,MI,35.1,96,2,9.2,0.15,Light Rain,FALSE,FALSE,FALSE,day
3,Hugo,Anoka_MN,MN,41,76,10,12.7,0,Light Rain,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,55.4,88,9,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Chambersburg,Franklin_PA,PA,77,54,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Orlando,Orange_FL,FL,75,82,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Simi Valley,Ventura_CA,CA,78,22,10,5,0,Fair,FALSE,FALSE,FALSE,night
2,Rochester,Monroe_NY,NY,39,82,10,3.5,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Atlanta,Fulton_GA,GA,78.1,71,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Eugene,Lane_OR,OR,48.9,97,7,5.8,0.04,Light Rain,FALSE,FALSE,TRUE,day
4,Columbus,Franklin_OH,OH,26.1,81,6,4.6,0,Light Snow,FALSE,FALSE,FALSE,day
3,Sunol,Alameda_CA,CA,100,18,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,78,50,10,17,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,North Miami Beach,Miami-Dade_FL,FL,79,90,7,4.6,0.04,Light Rain,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,94,44,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,82,74,10,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Rowland Heights,Los Angeles_CA,CA,62.1,78,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Bellevue,King_WA,WA,66,38,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Norfolk,Norfolk_VA,VA,82.9,65,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,81,60,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Beaverton,Washington_OR,OR,33,92,10,0,0,Fair,FALSE,FALSE,TRUE,night
3,Philadelphia,Philadelphia_PA,PA,82,60,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,68,50,10,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,80.1,90,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Fort Worth,Tarrant_TX,TX,44.6,93,0.2,8.1,0,Fog,FALSE,FALSE,FALSE,day
3,Richmond,Contra Costa_CA,CA,70,53,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Merced,Merced_CA,CA,66,40,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Roseville,Placer_CA,CA,44.6,100,0.8,0,0,Overcast,FALSE,FALSE,TRUE,day
3,Los Angeles,Los Angeles_CA,CA,57.9,37,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,66,38,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,61,32,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Sandston,Henrico_VA,VA,77,94,6,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Brooklyn,Kings_NY,NY,37,37,10,0,0,Overcast,TRUE,FALSE,FALSE,day
3,Centreville,Fairfax County_VA,VA,41,49,10,5.8,0,Clear,TRUE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,81,88,10,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Rogers,Hennepin_MN,MN,64,63,10,13,0,Cloudy,FALSE,FALSE,FALSE,day
3,Salt Lake City,Salt Lake_UT,UT,49.5,49,10,21.9,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Buffalo,Erie_NY,NY,85,44,10,5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Atlanta,DeKalb_GA,GA,80,76,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Roslindale,Suffolk_MA,MA,52,86,10,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,68,43,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Jacksonville,Duval_FL,FL,54,100,0.2,0,0,Fog,FALSE,FALSE,FALSE,twilight
2,Menlo Park,San Mateo_CA,CA,80.6,61,10,18.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Scarsdale,Westchester_NY,NY,86,13,10,12.7,0,Clear,TRUE,FALSE,FALSE,day
2,Ontario,San Bernardino_CA,CA,87.1,21,10,17.3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Allenton,Washington_WI,WI,32,100,7,8.1,0,Light Snow,FALSE,FALSE,FALSE,night
2,Wilmington,New Castle_DE,DE,63,90,10,8,0,Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,48.2,24,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
3,Huntersville,Mecklenburg_NC,NC,44.6,49,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Bellevue,King_WA,WA,44.1,85,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Cerritos,Los Angeles_CA,CA,80.1,58,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Burbank,Los Angeles_CA,CA,68,78,10,5,0,Fair,FALSE,FALSE,FALSE,day
4,Denton,Denton_TX,TX,73.9,48,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Bowie,Cochise_AZ,AZ,57.9,37,10,12.7,0,Clear,FALSE,TRUE,FALSE,day
2,Timmonsville,Florence_SC,SC,34,92,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Columbia,Richland_SC,SC,64.9,90,8,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Sacramento,Sacramento_CA,CA,63,81,10,6,0,Fair,FALSE,FALSE,FALSE,night
3,Phoenix,Maricopa_AZ,AZ,52,32,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,night
2,West Sacramento,Yolo_CA,CA,45,100,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Shreveport,Caddo_LA,LA,28.9,64,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Taylorsville,Salt Lake_UT,UT,55.6,74,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Lansing,Ingham_MI,MI,48,61,10,17.3,0,Overcast,FALSE,FALSE,FALSE,day
2,North Powder,Union_OR,OR,83,19,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,74,85,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Ruskin,Hillsborough_FL,FL,71.8,70,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Cambridge,Middlesex_MA,MA,27,56,10,18.4,0,Clear,FALSE,FALSE,TRUE,day
2,Hixson,Hamilton_TN,TN,86,43,10,8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Stevenson Ranch,Los Angeles_CA,CA,65,25,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Waldorf,Charles_MD,MD,39.2,75,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Farmington,Hartford_CT,CT,36,79,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Westminster,Orange_CA,CA,67.8,76,7,4.6,0,Overcast,TRUE,FALSE,FALSE,day
2,San Rafael,Marin_CA,CA,48.2,100,1.5,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,60.1,53,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,39.9,73,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Hayward,Alameda_CA,CA,54,72,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,75,62,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Pleasanton,Alameda_CA,CA,62.1,43,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Oldsmar,Pinellas_FL,FL,77,74,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Silver Spring,Montgomery_MD,MD,46.4,53,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Maringouin,Iberville_LA,LA,68.7,21,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Orangeburg,Orangeburg_SC,SC,68,84,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Shafer,Chisago_MN,MN,81.7,48,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Orangeburg,Orangeburg_SC,SC,46.9,63,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Hendersonville,Henderson_NC,NC,70,81,8,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Mackinaw,Tazewell_IL,IL,72,64,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,63,87,3,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Englewood,Douglas_CO,CO,64.9,52,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Anderson,Anderson_SC,SC,77,88,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Arcadia,Los Angeles_CA,CA,75.2,38,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,East Greenwich,Kent_RI,RI,48,96,5,0,0.01,Overcast,FALSE,FALSE,FALSE,day
3,San Bruno,San Mateo_CA,CA,51.1,80,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,San Antonio,Bexar_TX,TX,73.4,100,4,6.9,0,Light Rain,FALSE,FALSE,FALSE,day
3,Gary,Lake_IN,IN,66,19,15,26,0,Fair / Windy,FALSE,FALSE,FALSE,day
2,Columbia,Lexington_SC,SC,86,67,7,0,0,Fair,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,70.2,43,10,18.4,0,Clear,FALSE,FALSE,TRUE,day
2,Austin,Williamson_TX,TX,91,30,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Draper,Salt Lake_UT,UT,69,78,10,20,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,Forest Lake,Anoka_MN,MN,32,80,3,5.8,0,Light Snow,FALSE,FALSE,FALSE,day
4,State College,Centre_PA,PA,78.8,78,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
3,Sugar Grove,Kane_IL,IL,62.1,90,7,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Tampa,Hillsborough_FL,FL,70,84,8,10,0.02,Light Rain,TRUE,FALSE,FALSE,night
2,South San Francisco,San Mateo_CA,CA,54,59,10,6,0,Partly Cloudy,TRUE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,82,69,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Richfield,Sevier_UT,UT,28,64,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Manorville,Suffolk_NY,NY,84,65,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Red Wing,Goodhue_MN,MN,41,45,10,10,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tillamook,Tillamook_OR,OR,37,100,10,0,0.03,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.9,49,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Montebello,Los Angeles_CA,CA,80.6,21,10,8.1,0,Clear,FALSE,FALSE,FALSE,twilight
2,San Francisco,San Francisco_CA,CA,60.1,55,10,21.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Dupont,Pierce_WA,WA,46,100,10,17,0,Light Rain,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,48.9,93,7,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Ankeny,Polk_IA,IA,69.8,94,8,0,0,Clear,FALSE,FALSE,FALSE,day
2,Sterling,Loudoun_VA,VA,72,40,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,93.9,43,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,93,54,10,9.2,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Stuart,Adair_IA,IA,30.2,95,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Centreville,Fairfax County_VA,VA,44,93,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Nashville,Davidson_TN,TN,64.9,34,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,77,57,10,9.2,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,62.6,100,3,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Lansing,Cook_IL,IL,77,65,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,63,100,0.5,0,0,Fog,FALSE,FALSE,TRUE,day
2,Downey,Los Angeles_CA,CA,63,87,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Salters,Williamsburg_SC,SC,59,94,10,7,0,Cloudy,FALSE,FALSE,FALSE,night
2,Duluth,St. Louis_MN,MN,37,70,10,23,0,Light Drizzle / Windy,TRUE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,59.9,72,10,24.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Dayton,Montgomery_OH,OH,21.2,80,3,6.9,0,Light Snow,FALSE,FALSE,FALSE,day
2,Blandford,Hampden_MA,MA,28.9,100,1,0,0.02,Light Snow,FALSE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,83.5,58,10,6.9,0,Clear,FALSE,FALSE,TRUE,night
3,San Antonio,Bexar_TX,TX,98,29,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,88,63,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Lombard,Dupage_IL,IL,69.1,90,10,10.4,0,Overcast,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,90,52,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,65,93,3,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,53.1,43,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Snohomish,Snohomish_WA,WA,49,83,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Englewood,Arapahoe_CO,CO,54,21,10,15,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,93.2,46,6,4.6,0,Haze,FALSE,FALSE,FALSE,day
2,Willowbrook,DuPage_IL,IL,35.1,50,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Westborough,Worcester_MA,MA,74,45,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Simi Valley,Ventura_CA,CA,69,68,10,7,0,Cloudy,FALSE,TRUE,FALSE,day
2,Otis Orchards,Spokane_WA,WA,84.9,24,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
4,Austin,Travis_TX,TX,80,64,10,3,0,Fair,FALSE,FALSE,FALSE,night
2,Saint Paul,Ramsey_MN,MN,32,41,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,61,81,9,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Oakland,Alameda_CA,CA,59,78,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Alva,Woods_OK,OK,79,74,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Columbia,Lancaster_PA,PA,32,85,8,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Hayes,Gloucester_VA,VA,45,82,9,6,0,Fair,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,42.1,34,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Indianapolis,Marion_IN,IN,35.1,70,10,13.8,0,Clear,FALSE,FALSE,FALSE,twilight
3,Buffalo,Erie_NY,NY,53.1,86,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Reedley,Fresno_CA,CA,67,40,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,70,78,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,York,York_PA,PA,68,70,10,12,0,Cloudy,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,72,64,9,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,75.2,34,10,13.8,0,Clear,TRUE,FALSE,FALSE,day
3,Bellaire,Harris_TX,TX,68,83,10,10.4,0,Clear,FALSE,FALSE,TRUE,night
2,Opa Locka,Miami-Dade_FL,FL,80.1,74,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Manassas,Prince William_VA,VA,84.9,65,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,90,50,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Fort Lauderdale,Broward_FL,FL,80.1,74,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tampa,Hillsborough_FL,FL,86,55,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Garner,Wake_NC,NC,32,96,9,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Lancaster,Lancaster_PA,PA,61,70,10,3.5,0,Clear,FALSE,FALSE,TRUE,twilight
3,Calistoga,Napa_CA,CA,55,96,2,14,0.1,Rain,FALSE,FALSE,FALSE,twilight
2,White Post,Frederick_VA,VA,32,60,7,17.3,0,Light Snow,FALSE,FALSE,FALSE,twilight
2,Rochester,Monroe_NY,NY,32,92,1,20.7,0.01,Light Snow,FALSE,FALSE,FALSE,day
2,Millersville,Anne Arundel_MD,MD,69.8,40,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,San Marcos,San Diego_CA,CA,68,42,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Eugene,Lane_OR,OR,64,78,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Austin,Williamson_TX,TX,63,63,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,74,53,10,13,0,Fair,FALSE,FALSE,TRUE,twilight
2,Broussard,Lafayette_LA,LA,62.1,60,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Brooklyn,Kings_NY,NY,41,81,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,73,90,4,13.8,0.06,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,day
3,Sylmar,Los Angeles_CA,CA,60.8,59,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Nyack,Rockland_NY,NY,37.9,57,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,81,62,10,4.6,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Oakland,Alameda_CA,CA,56,90,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Loma Linda,San Bernardino_CA,CA,84,11,6,5,0,Haze,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,82,31,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,51,100,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Kansas City,Jackson_MO,MO,50,41,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Spring,Montgomery_TX,TX,57,42,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Tampa,Hillsborough_FL,FL,78.8,94,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,Montgomery,Montgomery_AL,AL,77,94,7,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Interlochen,Grand Traverse_MI,MI,19.9,71,10,12.7,0,Overcast,FALSE,FALSE,TRUE,day
2,Raleigh,Wake_NC,NC,61,56,10,13,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Darien,DuPage_IL,IL,47.1,29,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
